regime,sigma_s,snr_db,xi,z,K,A0,Pe_reference,Pe_interp_free,abs_err_interp_free,rel_err_interp_free,eta_f64,ref_in_range,f64_in_range
weak,0.05,30,1.1220251785122464,1.387580,10,0.40609491721022339,4.03666569652341850e-02,4.03666569652341434e-02,4.163336e-17,1.031380e-15,1.129572e-17,1,1
weak,0.05,38,3.8812162696727097,6.757881,20,0.033195179483550059,8.37286891790075538e-02,8.37286891787996090e-02,2.079448e-13,2.483555e-12,1.978319e-13,1,1
weak,0.05,40,1.6725459690055595,0.993752,10,0.17931125812831855,6.52641546118896618e-03,6.52641546118898352e-03,1.734723e-17,2.658003e-15,1.674566e-17,1,1
weak,0.05,44,3.4026074611801476,2.602973,20,0.043193254878909522,1.88235446080125164e-02,1.88235446080100809e-02,2.435552e-15,1.293886e-13,9.882845e-16,1,1
weak,0.1,38,0.77404279435479006,1.070365,10,0.20958191541146617,1.01250457700025623e-01,1.01250457700025651e-01,2.775558e-17,2.741279e-16,1.476000e-18,1,1
weak,0.1,40,2.0000693892166579,5.702032,20,0.031250422177626316,8.76277499968706602e-02,8.76277497154660523e-02,2.814046e-10,3.211364e-09,9.385271e-11,1,1
weak,0.1,44,2.0554190695554415,3.799654,20,0.029589762042261977,4.88464658645478209e-02,4.88464658646989847e-02,1.511638e-13,3.094672e-12,3.098294e-13,1,1
moderate,0.05,30,2.2224312763352616,1.390288,10,0.10132599097835834,1.34447880611092196e-01,1.34447880611090920e-01,1.276756e-15,9.496293e-15,4.266028e-16,1,1
moderate,0.05,34,1.316796607102416,0.305260,5,0.29117579010926509,5.31723091959881086e-02,5.31723091959880878e-02,2.081668e-17,3.914948e-16,7.597159e-17,1,1
moderate,0.05,38,2.3652595404413308,0.627046,10,0.089438779335531279,6.47646252148869339e-02,6.47646252148868923e-02,4.163336e-17,6.428411e-16,6.349280e-17,1,1
moderate,0.05,40,1.0454828421360016,0.094167,5,0.47307051506835274,3.02303590184193997e-02,3.02303590184194136e-02,1.387779e-17,4.590679e-16,4.716971e-18,1,1
moderate,0.05,44,4.7283963201373727,1.256797,10,0.022364569130569271,1.07847705449321263e-01,1.07847705449320985e-01,2.775558e-16,2.573590e-15,1.884995e-16,1,1
moderate,0.1,30,0.52341342577410777,0.298628,5,0.47173176757285401,2.57107505634838862e-01,2.57107505634838807e-01,5.551115e-17,2.159064e-16,2.216251e-18,1,1
moderate,0.1,34,0.72524730884614685,0.371727,5,0.23911213323308006,1.76268218317924191e-01,1.76268218317924191e-01,0.000000e+00,0.000000e+00,7.438400e-18,1,1
moderate,0.1,38,1.6645716651259905,1.242924,10,0.045121253040599385,1.40869003728650771e-01,1.40869003728645303e-01,5.467848e-15,3.881513e-14,1.629004e-15,1,1
moderate,0.1,40,1.7302055657498872,1.066709,10,0.041761837254907182,1.22245547612552588e-01,1.22245547612552130e-01,4.579670e-16,3.746288e-15,1.768831e-15,1,1
moderate,0.1,44,2.6507032730742286,1.579888,10,0.017790956344421838,1.41288882940573179e-01,1.41288882940571459e-01,1.720846e-15,1.217963e-14,4.501987e-16,1,1
moderate,0.2,40,1.4567052747581772,3.024900,20,0.014727007172680783,2.60926743395923311e-01,2.60926743395998528e-01,7.521761e-14,2.882710e-13,1.042373e-13,1,1
moderate,0.2,44,0.99573792626695923,0.891721,10,0.031520751353059102,1.77524016566795839e-01,1.77524016566795895e-01,5.551115e-17,3.126966e-16,9.978726e-17,1,1
moderate,0.3,44,1.2647829509543271,3.237333,20,0.0086823684968971998,2.85884837028607119e-01,2.85884837028596905e-01,1.021405e-14,3.572785e-14,5.681466e-15,1,1
strong,0.05,30,1.6956994755995176,0.338459,5,0.17441479175367289,1.43791107684076380e-01,1.43791107684075437e-01,9.436896e-16,6.562920e-15,2.969727e-16,1,1
strong,0.05,38,1.9459564152016644,0.177692,5,0.13225808597811145,8.91009436729666426e-02,8.91009436729665177e-02,1.249001e-16,1.401782e-15,1.272128e-16,1,1
strong,0.05,40,3.6696790519465194,0.502717,10,0.037133422539737435,1.53018790763782858e-01,1.53018790763782553e-01,3.053113e-16,1.995254e-15,3.085476e-16,1,1
strong,0.05,44,2.5944847478836177,0.158492,5,0.074315723346730034,7.49114233163417492e-02,7.49114233163417353e-02,1.387779e-17,1.852560e-16,9.513858e-17,1,1
strong,0.1,30,2.2457178971479572,2.381589,20,0.024786894219380354,3.29014403118191801e-01,3.29014403118135235e-01,5.656586e-14,1.719252e-13,4.484462e-15,1,1
strong,0.1,34,3.0922635580918265,2.849218,20,0.013072636732807454,3.38176556804088257e-01,3.38176556804068495e-01,1.976197e-14,5.843684e-14,3.705994e-15,1,1
strong,0.1,38,2.5270092713959902,1.200546,10,0.019575384530471984,2.50573066359771557e-01,2.50573066359769836e-01,1.720846e-15,6.867640e-15,9.315639e-16,1,1
strong,0.1,40,4.58129077321935,3.134392,20,0.0059557378464326297,3.42186950862782668e-01,3.42186950862767958e-01,1.471046e-14,4.298953e-14,3.926404e-15,1,1
strong,0.1,44,3.926489919667242,1.452732,10,0.0081078070823483381,2.61474279752347660e-01,2.61474279752345939e-01,1.720846e-15,6.581319e-15,1.031269e-15,1,1
strong,0.2,34,1.1797999009897404,1.658965,10,0.02245182911218916,3.37565332803898444e-01,3.37565332803894336e-01,4.107825e-15,1.216898e-14,8.088013e-15,1,1
strong,0.2,44,4.4503698847007387,7.465021,20,0.001577821590476484,4.16726169468233265e-01,4.16726169467883933e-01,3.493317e-13,8.382763e-13,4.023206e-14,1,1
strong,0.3,40,2.0143067296564627,5.453461,20,0.0034230773763052782,4.07171048573728711e-01,4.07171048570035055e-01,3.693656e-12,9.071511e-12,7.696135e-13,1,1
strong,0.3,44,1.2404896682917987,1.304983,10,0.0090257673908414517,3.08420673845533011e-01,3.08420673845531290e-01,1.720846e-15,5.579541e-15,3.797592e-15,1,1
weak,0.05,40,3.7981001799461107,5.140483,20,0.034664235431868244,5.72590155703028708e-02,5.72590155702100770e-02,9.279383e-14,1.620598e-12,3.753962e-14,1,1
weak,0.05,44,0.9585148400825253,0.194398,5,0.57835538991261293,1.12856893867643790e-02,1.12856893867643738e-02,5.204170e-18,4.611300e-16,4.007523e-21,1,1
weak,0.1,34,1.4880463231913978,6.296334,20,0.056467396481714997,1.27385980899041074e-01,1.27385980898941487e-01,9.958701e-14,7.817737e-13,4.330559e-14,1,1
weak,0.1,38,1.4736867905670439,3.896371,20,0.057573841119463738,7.53111255208772784e-02,7.53111255208665509e-02,1.072753e-14,1.424428e-13,3.195627e-15,1,1
weak,0.1,44,2.9438493966972756,7.794696,20,0.014424022001796917,1.06989962031710129e-01,1.06989962021543761e-01,1.016637e-11,9.502170e-11,3.308034e-12,1,1
moderate,0.05,30,2.8306785099121448,2.256775,20,0.062421941649893439,1.80611363771140149e-01,1.80611363771137567e-01,2.581269e-15,1.429184e-14,1.046441e-15,1,1
moderate,0.05,34,2.6518028565123557,1.249521,10,0.071134779274788063,1.17033205252926584e-01,1.17033205252926265e-01,3.191891e-16,2.727338e-15,2.503218e-16,1,1
moderate,0.05,38,3.7596223629505636,1.585250,10,0.035377561190354505,1.33625492831889431e-01,1.33625492831889320e-01,1.110223e-16,8.308467e-16,3.553268e-16,1,1
moderate,0.05,40,4.7708307127153526,2.027804,20,0.021968460089566544,1.57941253489792849e-01,1.57941253489791045e-01,1.804112e-15,1.142268e-14,6.080629e-16,1,1
moderate,0.05,44,2.4631725990728919,0.340864,5,0.082460275891455936,3.35743061945097329e-02,3.35743061945097260e-02,6.938894e-18,2.066727e-16,1.686319e-17,1,1
moderate,0.1,34,1.4024069203164848,1.398008,10,0.06357934151604458,1.71192669177479162e-01,1.71192669177484547e-01,5.384582e-15,3.145334e-14,3.152476e-15,1,1
moderate,0.1,38,0.71384186265225802,0.227118,5,0.24693053755328409,1.45636027985120209e-01,1.45636027985120292e-01,8.326673e-17,5.717454e-16,3.384496e-18,1,1
moderate,0.1,40,4.543744418910256,7.357699,20,0.0060545732925097445,3.22901188978152454e-01,3.22901188978504172e-01,3.517187e-13,1.089245e-12,4.531481e-14,1,1
moderate,0.1,44,2.8689908954243326,1.850826,10,0.015186581930234226,1.56592396324969824e-01,1.56592396324972849e-01,3.025358e-15,1.931995e-14,6.187088e-16,1,1
moderate,0.2,44,1.2185603620026053,1.335529,10,0.021046122195079148,1.85112879416528292e-01,1.85112879416529097e-01,8.049117e-16,4.348221e-15,9.217834e-15,1,1
moderate,0.3,40,1.4839147670986104,7.062761,20,0.0063074093879696841,3.59340103006462463e-01,3.59340103006843492e-01,3.810285e-13,1.060356e-12,1.383783e-13,1,1
strong,0.05,30,2.6047892751466852,0.800672,10,0.073728310031110772,2.06011029222206682e-01,2.06011029222208070e-01,1.387779e-15,6.736430e-15,5.652384e-16,1,1
strong,0.05,34,1.9681139520087609,0.288095,5,0.12928667741021313,1.22481930823555504e-01,1.22481930823555352e-01,1.526557e-16,1.246353e-15,2.144980e-16,1,1
strong,0.05,40,4.5044510217662763,0.757496,10,0.024643847041820856,1.90024289121863921e-01,1.90024289121863532e-01,3.885781e-16,2.044886e-15,4.703091e-16,1,1
strong,0.05,44,1.4920803680466292,0.052163,5,0.22579913152119441,4.24730967806744575e-02,4.24730967806746657e-02,2.081668e-16,4.901145e-15,4.633297e-17,1,1
strong,0.1,30,4.045923254729388,7.730580,20,0.0076361918445144858,4.19783564777909513e-01,4.19783564777199969e-01,7.095435e-13,1.690260e-12,4.689054e-14,1,1
strong,0.1,34,3.5042981630933645,3.659125,20,0.010179153183263031,3.60561816686460590e-01,3.60561816686422509e-01,3.808065e-14,1.056148e-13,5.982086e-15,1,1
strong,0.1,38,2.9615773590697718,1.648989,10,0.01425184892559281,2.80847467880811386e-01,2.80847467880807167e-01,4.218847e-15,1.502185e-14,1.282673e-15,1,1
strong,0.1,40,2.8417622010644221,1.205996,10,0.015479012064317177,2.47473095547894734e-01,2.47473095547891153e-01,3.580469e-15,1.446812e-14,8.933822e-16,1,1
strong,0.1,44,2.6199710713289188,0.646785,10,0.018210802542382439,1.84036320374458495e-01,1.84036320374458107e-01,3.885781e-16,2.111420e-15,4.451887e-16,1,1
strong,0.2,38,1.3709505669637017,1.413424,10,0.016627098588947228,3.06285451978135448e-01,3.06285451978137502e-01,2.053913e-15,6.705877e-15,5.655960e-15,1,1
strong,0.2,40,0.82605568656168316,0.407548,5,0.045804683290804921,2.59257799545860423e-01,2.59257799545860479e-01,5.551115e-17,2.141156e-16,3.675190e-16,1,1
strong,0.2,44,2.4585090064926289,2.278146,20,0.0051702003674431651,3.21137781759173679e-01,3.21137781759148755e-01,2.492451e-14,7.761313e-14,2.770684e-15,1,1
strong,0.3,30,0.57571046488323385,1.408524,10,0.041910681524646387,4.14548504186911082e-01,4.14548504186912248e-01,1.165734e-15,2.812057e-15,3.795164e-16,1,1
strong,0.3,40,2.2779937197242868,6.974711,20,0.0026764720673189742,4.21016542577037856e-01,4.21016542786674108e-01,2.096363e-10,4.979288e-10,5.402939e-12,1,1
strong,0.3,44,0.94653153095357889,0.759771,10,0.015502653887738102,2.91880698501490177e-01,2.91880698501489899e-01,2.775558e-16,9.509219e-16,1.959219e-15,1,1
weak,0.05,30,2.6192914043859021,7.728202,20,0.072913349908646133,1.10088140347230648e-01,1.10088140332663897e-01,1.456675e-11,1.323190e-10,1.331281e-11,1,1
weak,0.05,38,3.848486753367907,6.644364,20,0.033762309189289672,8.19987657489449073e-02,8.19987657488319144e-02,1.129929e-13,1.377984e-12,1.802612e-13,1,1
weak,0.05,40,4.1659157199884458,6.184520,20,0.028812409108616332,7.33469171558585042e-02,7.33469171556159066e-02,2.425976e-13,3.307537e-12,1.045229e-13,1,1
weak,0.05,44,3.599792363218647,2.913501,20,0.03858961225381255,2.27176073542916974e-02,2.27176073542973492e-02,5.651729e-15,2.487819e-13,1.633874e-15,1,1
weak,0.1,34,0.57944897365150538,0.937361,10,0.37929620337892622,1.82982054934574617e-01,1.82982054934574506e-01,1.110223e-16,6.067387e-16,4.414739e-19,1,1
weak,0.1,44,2.078257250632559,3.884573,20,0.02894291126194563,5.00012310055589354e-02,5.00012310056376919e-02,7.875645e-14,1.575090e-12,7.218782e-14,1,1
weak,0.2,44,1.4431355864615385,7.492757,20,0.015005273438473219,1.54922910941687031e-01,1.54922910941796221e-01,1.091904e-13,7.048049e-13,1.117901e-13,1,1
moderate,0.05,30,0.95766204181271275,0.243037,5,0.57963223756493354,8.15827261004825610e-02,8.15827261004825471e-02,1.387779e-17,1.701069e-16,1.145750e-17,1,1
moderate,0.05,34,2.3704164511301444,0.998146,10,0.089049464224105104,9.98320443993847839e-02,9.98320443993840484e-02,7.355228e-16,7.367602e-15,1.681009e-16,1,1
moderate,0.05,38,1.4682136716794274,0.240390,5,0.23329696843086789,3.54703814070454967e-02,3.54703814070455037e-02,6.938894e-18,1.956250e-16,2.051369e-16,1,1
moderate,0.05,40,3.6351317152471689,1.177180,10,0.037842764304588085,1.04771759421761188e-01,1.04771759421761521e-01,3.330669e-16,3.178976e-15,1.769902e-16,1,1
moderate,0.05,44,3.8510782010732654,0.833639,10,0.03371687721013817,7.58694864413103076e-02,7.58694864413103909e-02,8.326673e-17,1.097500e-15,8.401944e-17,1,1
moderate,0.1,34,0.73798127165797001,0.385079,5,0.23082150976009713,1.74193482702854285e-01,1.74193482702854230e-01,5.551115e-17,3.186752e-16,8.278933e-18,1,1
moderate,0.1,40,0.87577595477874037,0.272625,5,0.16340304156248875,1.06441605790408511e-01,1.06441605790408525e-01,1.387779e-17,1.303794e-16,9.052281e-18,1,1
moderate,0.1,44,2.6317981849209562,1.557431,10,0.018047485184199706,1.39967915533201009e-01,1.39967915533201426e-01,4.163336e-16,2.974493e-15,4.378579e-16,1,1
moderate,0.2,38,0.92969017402358811,1.550971,10,0.036159464022813143,2.50357760736540313e-01,2.50357760736540369e-01,5.551115e-17,2.217273e-16,1.858044e-16,1,1
moderate,0.2,44,1.6663134256113934,2.497378,20,0.011254888857800677,2.23266340494133991e-01,2.23266340494149063e-01,1.507128e-14,6.750358e-14,9.145853e-15,1,1
moderate,0.3,38,0.64804628180443102,1.695625,10,0.033074695959020267,3.34549874565028382e-01,3.34549874565028271e-01,1.110223e-16,3.318558e-16,8.007602e-17,1,1
moderate,0.3,40,0.50924524903285107,0.831579,10,0.053570018097874914,3.33032182652908848e-01,3.33032182652908848e-01,0.000000e+00,0.000000e+00,1.010864e-17,1,1
strong,0.05,34,1.2818938278324914,0.121061,5,0.30767000251197085,9.11237240222688011e-02,9.11237240222686623e-02,1.387779e-16,1.522961e-15,1.790050e-16,1,1
strong,0.05,38,2.7703138235709197,0.360591,5,0.065173984114912487,1.29407080381168577e-01,1.29407080381168466e-01,1.110223e-16,8.579307e-16,2.294881e-16,1,1
strong,0.05,40,4.2036990613293606,0.659709,10,0.028296726542646332,1.76976443140045153e-01,1.76976443140045347e-01,1.942890e-16,1.097824e-15,4.074349e-16,1,1
strong,0.05,44,1.1635770733327273,0.031317,5,0.37610194854681817,3.97667437059832443e-02,3.97667437059832096e-02,3.469447e-17,8.724493e-16,8.371771e-17,1,1
strong,0.1,30,2.1481852457432384,2.179192,20,0.027089032330865445,3.21601500848093691e-01,3.21601500848075261e-01,1.842970e-14,5.730602e-14,3.022499e-15,1,1
strong,0.1,34,1.9405034755509192,1.121933,10,0.033198760966450643,2.55001231256825667e-01,2.55001231256827166e-01,1.498801e-15,5.877623e-15,1.023686e-15,1,1
strong,0.1,38,3.6979169614156198,2.570930,20,0.0091411053862755932,3.24405978264369899e-01,3.24405978264360184e-01,9.714451e-15,2.994535e-14,2.753509e-15,1,1
strong,0.1,40,1.5231200072617412,0.346368,5,0.053895360945621723,1.53769329880343170e-01,1.53769329880341310e-01,1.859624e-15,1.209359e-14,5.312965e-16,1,1
strong,0.1,44,3.8047025258987097,1.364010,10,0.0086351778382289194,2.54985621113226035e-01,2.54985621113224759e-01,1.276756e-15,5.007170e-15,9.614385e-16,1,1
strong,0.2,30,0.74183212307152535,1.039269,10,0.056801640620848533,3.59115857435224617e-01,3.59115857435224561e-01,5.551115e-17,1.545773e-16,6.306031e-16,1,1
strong,0.2,34,0.7477111146442651,0.666175,10,0.055911426067802493,3.21758548775292141e-01,3.21758548775291864e-01,2.775558e-16,8.626212e-16,3.991474e-16,1,1
strong,0.2,38,1.8494653603745361,2.572340,20,0.0091360954302982609,3.45540848213998997e-01,3.45540848214039187e-01,4.019007e-14,1.163106e-13,1.729941e-14,1,1
strong,0.2,40,3.2699777681780064,6.387460,20,0.002922541774611688,4.08594272627892774e-01,4.08594272627467281e-01,4.254930e-13,1.041358e-12,2.923066e-14,1,1
strong,0.2,44,2.4115259044840025,2.191905,20,0.0053736230199066173,3.17734912326466223e-01,3.17734912326451235e-01,1.498801e-14,4.717143e-14,2.609670e-15,1,1
weak,0.05,30,1.4044176103493695,2.207031,20,0.25531541324181711,3.89536318040647339e-02,3.89536318040643592e-02,3.747003e-16,9.619136e-15,1.640884e-16,1,1
weak,0.05,34,3.2229362133273827,7.384686,20,0.048145260067230709,9.77092027963886584e-02,9.77092027919752582e-02,4.413400e-12,4.516873e-11,9.542026e-13,1,1
weak,0.05,38,1.1265080334664908,0.557099,10,0.40267332788973631,1.35169424835325756e-02,1.35169424835325739e-02,1.734723e-18,1.283370e-16,2.757265e-19,1,1
weak,0.05,40,2.8101458679683842,2.813328,20,0.063338121093265143,2.36700061485401771e-02,2.36700061485279889e-02,1.218817e-14,5.149203e-13,4.406925e-15,1,1
weak,0.05,44,4.031164682339039,3.653774,20,0.030771156037133703,3.27907390335529583e-02,3.27907390335629018e-02,9.943435e-15,3.032391e-13,4.669038e-15,1,1
weak,0.1,40,2.2074051070161014,6.945692,20,0.025654883825179924,1.04820966906727875e-01,1.04820966907936963e-01,1.209088e-12,1.153480e-11,2.865898e-12,1,1
weak,0.3,44,0.56650455441904501,2.597496,20,0.043284322111788148,2.61900178374322723e-01,2.61900178374322778e-01,5.551115e-17,2.119554e-16,3.758227e-17,1,1
moderate,0.05,30,3.2425842413358108,2.961783,20,0.047563333143996633,2.11118341882622351e-01,2.11118341882618799e-01,3.552714e-15,1.682807e-14,2.113335e-15,1,1
moderate,0.05,38,3.0508217008070502,1.043711,10,0.053733520119664036,9.70659791300648167e-02,9.70659791300651498e-02,3.330669e-16,3.431345e-15,1.493081e-16,1,1
moderate,0.05,40,1.432813913409676,0.181725,5,0.24513842991592072,2.73441681709112074e-02,2.73441681709107876e-02,4.198031e-16,1.535256e-14,1.284278e-16,1,1
moderate,0.05,44,3.6623427544791904,0.753914,10,0.037282376677971088,6.93548649775374282e-02,6.93548649775374976e-02,6.938894e-17,1.000491e-15,6.923766e-17,1,1
moderate,0.1,34,0.79015051436570538,0.442117,5,0.20104254917176892,1.66976039050128755e-01,1.66976039050128783e-01,2.775558e-17,1.662249e-16,1.273876e-17,1,1
moderate,0.1,38,1.1574692883193067,0.600608,10,0.093375767086973455,1.13810359512986348e-01,1.13810359512986237e-01,1.110223e-16,9.755026e-16,2.364859e-16,1,1
moderate,0.1,44,3.6118323532914847,2.933374,20,0.0095820439033611829,2.07470835156614075e-01,2.07470835156613242e-01,8.326673e-16,4.013418e-15,1.897225e-15,1,1
moderate,0.2,38,1.5617260467951499,4.377028,20,0.012812865117054014,3.00307996593456139e-01,3.00307996593915050e-01,4.589107e-13,1.528133e-12,1.481144e-13,1,1
moderate,0.2,40,0.80583757003500023,0.925515,10,0.048132886447153168,2.28471621347656390e-01,2.28471621347656528e-01,1.387779e-16,6.074184e-16,4.131136e-17,1,1
moderate,0.2,44,2.5614811242363738,5.901427,20,0.0047628676777845729,3.08147339521838926e-01,3.08147339523429764e-01,1.590839e-12,5.162591e-12,3.121421e-13,1,1
strong,0.05,34,3.5429163157262509,0.934936,10,0.039838891327245995,2.15099365402664777e-01,2.15099365402664860e-01,8.326673e-17,3.871082e-16,6.196351e-16,1,1
strong,0.05,38,3.2623740936906875,0.500154,10,0.046987810438145393,1.54392743683059552e-01,1.54392743683058969e-01,5.828671e-16,3.775223e-15,3.142323e-16,1,1
strong,0.05,40,2.9405795819975258,0.322744,5,0.057840348849918365,1.19377182836004389e-01,1.19377182836004000e-01,3.885781e-16,3.255045e-15,1.993852e-16,1,1
strong,0.05,44,1.4608455486546366,0.049975,5,0.23568857403114038,4.19303416783127630e-02,4.19303416783128047e-02,4.163336e-17,9.929173e-16,4.614686e-17,1,1
strong,0.1,30,1.7356148991871743,1.422399,10,0.041501848707918051,2.87750295930337852e-01,2.87750295930337074e-01,7.771561e-16,2.700800e-15,6.739358e-15,1,1
strong,0.1,34,2.4012294279218795,1.718023,10,0.021680028955960433,2.91729347278460449e-01,2.91729347278448181e-01,1.226796e-14,4.205256e-14,1.572302e-15,1,1
strong,0.1,38,4.2867789697091583,3.454931,20,0.0068022015204373953,3.52497112692454984e-01,3.52497112692435721e-01,1.926237e-14,5.464547e-14,4.916213e-15,1,1
strong,0.1,40,1.2460909133302542,0.231754,5,0.080549415512880029,1.39912742515522937e-01,1.39912742515521660e-01,1.276756e-15,9.125377e-15,4.626279e-16,1,1
strong,0.1,44,1.2382720004231103,0.144395,5,0.081571126000533234,1.05771723197357587e-01,1.05771723197357476e-01,1.110223e-16,1.049641e-15,2.740282e-16,1,1
strong,0.2,44,2.0091991560591813,1.521538,10,0.0077411628665724347,2.86347229690173566e-01,2.86347229690152361e-01,2.120526e-14,7.405436e-14,2.754225e-15,1,1
strong,0.3,34,1.1463060268601237,3.523859,20,0.010569887991563835,4.03947559644202203e-01,4.03947559644166176e-01,3.602674e-14,8.918667e-14,3.174024e-14,1,1
strong,0.3,44,0.83674809747338719,0.593740,10,0.019837748337068251,2.90619538640326747e-01,2.90619538640326303e-01,4.440892e-16,1.528078e-15,5.958044e-16,1,1
